Overall Qual,Gr Liv Area,1st Flr SF,Total Bsmt SF,2nd Flr SF,BsmtFin SF 1,Full Bath,Lot Area,Garage Area,Garage Cars,SalePrice
-0.06725371171123777,0.3092650614142043,1.267003337699396,0.06449187040808138,-0.7831853135907442,0.4312234050471074,-1.0247928895561034,2.7443807281109063,0.25667301909749457,0.3065894971646573,0.4282287483292381
-0.776078802768527,-1.1944270494036793,-0.6726430144946557,-0.38503190917578084,-0.7831853135907442,0.05576008383656478,-1.0247928895561034,0.18709726495376833,1.1963251093489504,-1.0086480236149116,-0.9489565236079136
-0.06725371171123777,-0.33771825468770084,0.4324449730053764,0.6298020780665748,-0.7831853135907442,1.0547999151277745,-1.0247928895561034,0.5228137013271369,-0.7481034734486166,-1.0086480236149116,-0.11012549433710304
0.6415713793460515,1.207523243402782,2.425686816510053,2.402923653091809,-0.7831853135907442,1.366588170168108,0.7840282950218381,0.1284579479010287,0.2287625609712137,0.3065894971646573,0.7913048654763053
-0.776078802768527,0.2558444206351479,-0.5909736944022747,-0.2805970916967018,0.8534315587051652,0.7649685794564786,0.7840282950218381,0.46734750749153686,0.04269284012934125,0.3065894971646573,0.1139801090053971
-0.06725371171123777,0.20638086435824385,-0.5960780269080485,-0.2851377359349226,0.7997337155342581,0.3499828033816683,0.7840282950218381,-0.02156731780533106,-0.01312807612322048,0.3065894971646573,0.18409135921310663
1.3503964704033409,-0.31991137442801537,0.4554144692813586,0.6502349771385685,-0.7831853135907442,0.3807224904983209,0.7840282950218381,-0.6635536070970127,0.5078671422340223,0.3065894971646573,0.40944894916645874
1.3503964704033409,-0.4346668249904328,0.3073888266139178,0.5185562942301645,-0.7831853135907442,-0.39435676322870555,0.7840282950218381,-0.6527649881587382,0.1543346726344647,0.3065894971646573,0.1340118947790284
1.3503964704033409,0.2301233713711578,1.1649166875839196,1.2337077617499452,-0.7831853135907442,1.61909274291204,0.7840282950218381,-0.604025815543474,0.6288124607812394,0.3065894971646573,0.6974058696624086
0.6415713793460515,0.6020893145734764,-0.3357570691135836,-0.13075583183541434,1.0285332212189928,-0.9718237426343939,0.7840282950218381,-0.3360872910882072,-0.14337688071253119,0.3065894971646573,0.10271222950772949
-0.06725371171123777,0.30728651916312816,-1.012081126128615,-0.6552002413499203,1.2993571259070464,-0.9718237426343939,0.7840282950218381,-0.01877496937424822,-0.1526803667546248,0.3065894971646573,-0.06129801651387676
